Mittari;Aika;val
Kuolemantapausten lukumäärä;2021-11-14;6
Tapausten lukumäärä;2021-11-15;1251
Testausmäärä;2021-11-15;13721
Kuolemantapausten lukumäärä;2021-11-15;17
Tapausten lukumäärä;2021-11-16;1199
Testausmäärä;2021-11-16;20383
Kuolemantapausten lukumäärä;2021-11-16;9
Tapausten lukumäärä;2021-11-17;1170
Testausmäärä;2021-11-17;20768
Kuolemantapausten lukumäärä;2021-11-17;5
Tapausten lukumäärä;2021-11-18;1215
Testausmäärä;2021-11-18;20760
Kuolemantapausten lukumäärä;2021-11-18;4
Tapausten lukumäärä;2021-11-19;1274
Testausmäärä;2021-11-19;19955
Kuolemantapausten lukumäärä;2021-11-19;6
Tapausten lukumäärä;2021-11-20;709
Testausmäärä;2021-11-20;11560
Kuolemantapausten lukumäärä;2021-11-20;8
Tapausten lukumäärä;2021-11-21;675
Testausmäärä;2021-11-21;11361
Kuolemantapausten lukumäärä;2021-11-21;5
Tapausten lukumäärä;2021-11-22;1421
Testausmäärä;2021-11-22;15154
Kuolemantapausten lukumäärä;2021-11-22;10
Tapausten lukumäärä;2021-11-23;1338
Testausmäärä;2021-11-23;22539
Kuolemantapausten lukumäärä;2021-11-23;10
Tapausten lukumäärä;2021-11-24;1255
Testausmäärä;2021-11-24;23001
Kuolemantapausten lukumäärä;2021-11-24;9
Tapausten lukumäärä;2021-11-25;1276
Testausmäärä;2021-11-25;24001
Kuolemantapausten lukumäärä;2021-11-25;11
Tapausten lukumäärä;2021-11-26;1300
Testausmäärä;2021-11-26;21121
Kuolemantapausten lukumäärä;2021-11-26;8
Tapausten lukumäärä;2021-11-27;794
Testausmäärä;2021-11-27;14132
Kuolemantapausten lukumäärä;2021-11-27;8
Tapausten lukumäärä;2021-11-28;790
Testausmäärä;2021-11-28;12107
Kuolemantapausten lukumäärä;2021-11-28;3
Tapausten lukumäärä;2021-11-29;1701
Testausmäärä;2021-11-29;17773
Kuolemantapausten lukumäärä;2021-11-29;15
Tapausten lukumäärä;2021-11-30;1427
Testausmäärä;2021-11-30;25494
Kuolemantapausten lukumäärä;2021-11-30;7
Tapausten lukumäärä;2021-12-01;1444
Testausmäärä;2021-12-01;27007
Kuolemantapausten lukumäärä;2021-12-01;12
Tapausten lukumäärä;2021-12-02;1467
Testausmäärä;2021-12-02;25891
Kuolemantapausten lukumäärä;2021-12-02;5
Tapausten lukumäärä;2021-12-03;1529
Testausmäärä;2021-12-03;28678
Kuolemantapausten lukumäärä;2021-12-03;6
Tapausten lukumäärä;2021-12-04;972
Testausmäärä;2021-12-04;17059
Kuolemantapausten lukumäärä;2021-12-04;7
Tapausten lukumäärä;2021-12-05;1003
Testausmäärä;2021-12-05;14175
Kuolemantapausten lukumäärä;2021-12-05;5
Tapausten lukumäärä;2021-12-06;1077
Testausmäärä;2021-12-06;11361
Kuolemantapausten lukumäärä;2021-12-06;3
Tapausten lukumäärä;2021-12-07;1924
Testausmäärä;2021-12-07;20679
Kuolemantapausten lukumäärä;2021-12-07;7
Tapausten lukumäärä;2021-12-08;1733
Testausmäärä;2021-12-08;30076
Kuolemantapausten lukumäärä;2021-12-08;9
Tapausten lukumäärä;2021-12-09;1708
Testausmäärä;2021-12-09;30223
Kuolemantapausten lukumäärä;2021-12-09;7
Tapausten lukumäärä;2021-12-10;1803
Testausmäärä;2021-12-10;24697
Kuolemantapausten lukumäärä;2021-12-10;5
Tapausten lukumäärä;2021-12-11;1124
Testausmäärä;2021-12-11;22130
Kuolemantapausten lukumäärä;2021-12-11;7
Tapausten lukumäärä;2021-12-12;1270
Testausmäärä;2021-12-12;14793
Kuolemantapausten lukumäärä;2021-12-12;5
Tapausten lukumäärä;2021-12-13;2356
Testausmäärä;2021-12-13;17788
Kuolemantapausten lukumäärä;2021-12-13;7
Tapausten lukumäärä;2021-12-14;1834
Testausmäärä;2021-12-14;29267
Kuolemantapausten lukumäärä;2021-12-14;6
Tapausten lukumäärä;2021-12-15;2100
Testausmäärä;2021-12-15;29205
Kuolemantapausten lukumäärä;2021-12-15;8
Tapausten lukumäärä;2021-12-16;1989
Testausmäärä;2021-12-16;30527
Kuolemantapausten lukumäärä;2021-12-16;8
Tapausten lukumäärä;2021-12-17;2171
Testausmäärä;2021-12-17;28483
Kuolemantapausten lukumäärä;2021-12-17;8
Tapausten lukumäärä;2021-12-18;1614
Testausmäärä;2021-12-18;23414
Kuolemantapausten lukumäärä;2021-12-18;2
Tapausten lukumäärä;2021-12-19;1754
Testausmäärä;2021-12-19;15137
Kuolemantapausten lukumäärä;2021-12-19;5
Tapausten lukumäärä;2021-12-20;3039
Testausmäärä;2021-12-20;25211
Kuolemantapausten lukumäärä;2021-12-20;8
Tapausten lukumäärä;2021-12-21;3168
Testausmäärä;2021-12-21;27981
Kuolemantapausten lukumäärä;2021-12-21;6
Tapausten lukumäärä;2021-12-22;3536
Testausmäärä;2021-12-22;35234
Kuolemantapausten lukumäärä;2021-12-22;8
Tapausten lukumäärä;2021-12-23;3903
Testausmäärä;2021-12-23;30446
Kuolemantapausten lukumäärä;2021-12-23;6
Tapausten lukumäärä;2021-12-24;2275
Testausmäärä;2021-12-24;20454
Kuolemantapausten lukumäärä;2021-12-24;6
Tapausten lukumäärä;2021-12-25;2672
Testausmäärä;2021-12-25;13380
Kuolemantapausten lukumäärä;2021-12-25;4
Tapausten lukumäärä;2021-12-26;3300
Testausmäärä;2021-12-26;15992
Kuolemantapausten lukumäärä;2021-12-26;9
Tapausten lukumäärä;2021-12-27;6657
Testausmäärä;2021-12-27;21613
Kuolemantapausten lukumäärä;2021-12-27;16
Tapausten lukumäärä;2021-12-28;6868
Testausmäärä;2021-12-28;29144
Kuolemantapausten lukumäärä;2021-12-28;12
Tapausten lukumäärä;2021-12-29;7383
Testausmäärä;2021-12-29;33151
Kuolemantapausten lukumäärä;2021-12-29;11
Tapausten lukumäärä;2021-12-30;7321
Testausmäärä;2021-12-30;32984
Kuolemantapausten lukumäärä;2021-12-30;14
Tapausten lukumäärä;2021-12-31;6859
Testausmäärä;2021-12-31;15992
Kuolemantapausten lukumäärä;2021-12-31;14
Tapausten lukumäärä;2022-01-01;4001
Testausmäärä;2022-01-01;22340
Kuolemantapausten lukumäärä;2022-01-01;9
Tapausten lukumäärä;2022-01-02;4975
Testausmäärä;2022-01-02;17221
Kuolemantapausten lukumäärä;2022-01-02;11
Tapausten lukumäärä;2022-01-03;9524
Testausmäärä;2022-01-03;23165
Kuolemantapausten lukumäärä;2022-01-03;9
Tapausten lukumäärä;2022-01-04;9984
Testausmäärä;2022-01-04;31255
Kuolemantapausten lukumäärä;2022-01-04;11
Tapausten lukumäärä;2022-01-05;9725
Testausmäärä;2022-01-05;34988
Kuolemantapausten lukumäärä;2022-01-05;9
Tapausten lukumäärä;2022-01-06;7174
Testausmäärä;2022-01-06;32255
Kuolemantapausten lukumäärä;2022-01-06;8
Tapausten lukumäärä;2022-01-07;8896
Testausmäärä;2022-01-07;30196
Kuolemantapausten lukumäärä;2022-01-07;7
Tapausten lukumäärä;2022-01-08;5699
Testausmäärä;2022-01-08;27903
Kuolemantapausten lukumäärä;2022-01-08;8
Tapausten lukumäärä;2022-01-09;6516
Testausmäärä;2022-01-09;21118
Kuolemantapausten lukumäärä;2022-01-09;5
Tapausten lukumäärä;2022-01-10;10425
Testausmäärä;2022-01-10;24493
Kuolemantapausten lukumäärä;2022-01-10;5
Tapausten lukumäärä;2022-01-11;9092
Testausmäärä;2022-01-11;31164
Kuolemantapausten lukumäärä;2022-01-11;2
Tapausten lukumäärä;2022-01-12;8820
Testausmäärä;2022-01-12;33149
Kuolemantapausten lukumäärä;2022-01-12;2
Tapausten lukumäärä;2022-01-13;8120
Testausmäärä;2022-01-13;32499
Kuolemantapausten lukumäärä;2022-01-13;2
Tapausten lukumäärä;2022-01-14;7948
Testausmäärä;2022-01-14;27219
Kuolemantapausten lukumäärä;2022-01-14;3
Tapausten lukumäärä;2022-01-15;5643
Testausmäärä;2022-01-15;22603
Kuolemantapausten lukumäärä;2022-01-15;1
Tapausten lukumäärä;2022-01-16;6127
Testausmäärä;2022-01-16;16758
Kuolemantapausten lukumäärä;2022-01-16;0
Tapausten lukumäärä;2022-01-17;9869
Testausmäärä;2022-01-17;20583
Kuolemantapausten lukumäärä;2022-01-17;2
Tapausten lukumäärä;2022-01-18;8528
Testausmäärä;2022-01-18;28843
Kuolemantapausten lukumäärä;2022-01-18;1
Tapausten lukumäärä;2022-01-19;6382
Testausmäärä;2022-01-19;21842
Kuolemantapausten lukumäärä;2022-01-19;0
Tapausten lukumäärä;2022-01-20;1706
Testausmäärä;2022-01-20;877
Kuolemantapausten lukumäärä;2022-01-20;0
Tapausten lukumäärä;2022-01-21;0
Testausmäärä;2022-01-21;0
Kuolemantapausten lukumäärä;2022-01-21;0
